Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Harry Potter and the Sorcerer's Stone;PC;2001;Action;Electronic Arts;10000;40000;0;10000;60000;6.5;11;7.8;76;KnowWonder
Scurge: Hive;DS;2006;Action;SouthPeak Games;50000;0;0;0;60000;7.0;29;8.6;5;Orbital Media, Inc.
Remember Me;PC;2013;Action;Capcom;0;50000;0;0;60000;6.5;26;7.4;1007;DONTNOD Entertainment
NBA Live 07;XB;2006;Sports;Electronic Arts;40000;10000;0;0;60000;6.9;14;6.8;13;EA Sports
Ride to Hell;X360;2013;Racing;Deep Silver;40000;10000;0;10000;60000;1.9;14;1.3;433;Eutechnyx, Deep Silver
The Saboteur;PC;2009;Action;Electronic Arts;0;50000;0;10000;60000;7.6;20;8.0;236;Pandemic Studios
Hail to the Chimp;X360;2008;Misc;Gamecock;50000;0;0;0;60000;5.2;23;6.1;7;Wideload Games Inc.
Tom Clancy's Rainbow Six 3;GC;2004;Shooter;Ubisoft;40000;10000;0;0;60000;6.8;25;8.2;5;Ubisoft Shanghai
Rocket League;PC;2016;Sports;505 Games;10000;40000;0;0;60000;8.6;20;8.2;580;Psyonix
V-Rally 3;PS2;2002;Racing;Atari;30000;20000;0;10000;60000;8.2;10;7.4;14;Eden Studios
Mirror's Edge;PC;2009;Platform;Electronic Arts;0;50000;0;10000;60000;8.1;44;8.1;1026;EA DICE
Titan Quest;PC;2006;Role-Playing;THQ;10000;40000;0;10000;60000;7.7;51;8.1;387;Iron Lore Entertainment
Amazing Island;GC;2004;Strategy;Sega;40000;10000;0;0;60000;5.9;22;6.6;7;Hitmaker
Izuna 2: The Unemployed Ninja Returns;DS;2007;Role-Playing;Success;50000;0;0;0;60000;6.5;18;7.9;13;Ninja Studio
Gothic 3;PC;2006;Role-Playing;JoWood Productions;0;50000;0;10000;60000;6.3;39;7.3;519;Piranha Bytes
7 Days to Die;XOne;2016;Action;Telltale Games;30000;20000;0;0;50000;3.5;17;5.2;74;The Fun Pimps Entertainment LLC
Alvin and the Chipmunks;Wii;2007;Misc;Eidos Interactive;50000;0;0;0;50000;3.0;4;3.6;20;Sensory Sweep
Final Fight: Streetwise;PS2;2006;Action;Capcom;30000;20000;0;10000;50000;4.3;36;6.2;11;Capcom
Speed Kings;XB;2003;Racing;Acclaim Entertainment;40000;10000;0;0;50000;6.0;16;8.8;4;Climax Group
Rebelstar: Tactical Command;GBA;2005;Strategy;Atari;40000;10000;0;0;50000;7.8;29;9.1;10;Codo Games
F1 2010;PC;2010;Racing;Codemasters;0;50000;0;10000;50000;8.4;15;6.6;99;Codemasters Birmingham
Gladiator: Sword of Vengeance;XB;2003;Action;Acclaim Entertainment;40000;10000;0;0;50000;6.5;25;7.1;7;Acclaim Studios Manchester
Bombastic;PS2;2002;Puzzle;Capcom;30000;20000;0;10000;50000;7.2;24;7.2;6;Shift
Coraline;Wii;2009;Action;D3Publisher;50000;0;0;0;50000;4.2;7;5.5;8;Papaya Studios
Wing Commander: Prophecy;GBA;2003;Simulation;Destination Software, Inc;40000;10000;0;0;50000;7.0;8;8.3;7;Raylight Studios
Marc Ecko's Getting Up: Contents Under Pressure;PS2;2006;Action;Atari;30000;20000;0;10000;50000;6.9;39;7.2;31;Double Helix Games
Sega Soccer Slam;XB;2002;Sports;Sega;40000;10000;0;0;50000;8.0;15;8.5;10;Black Box
Enemy Front;PS3;2014;Shooter;City Interactive;10000;40000;0;10000;50000;4.3;12;6.0;75;CI Games
Front Mission Evolved;PC;2010;Shooter;Square Enix;50000;0;0;0;50000;6.3;13;5.1;48;Double Helix Games
Dynasty Warriors 5;XB;2005;Action;Tecmo Koei;40000;10000;0;0;50000;6.6;22;8.0;4;Omega Force
Murdered: Soul Suspect;PC;2014;Action;Square Enix;0;50000;0;0;50000;5.9;22;7.4;379;Airtight Games
Rez;PS2;2001;Shooter;Sony Computer Entertainment;30000;20000;0;10000;50000;7.8;34;8.3;28;UGA
Neverland Card Battles;PSP;2008;Role-Playing;Idea Factory;40000;0;0;10000;50000;5.7;14;7.8;12;Idea Factory
Lufia: The Ruins of Lore;GBA;2002;Role-Playing;Taito;40000;10000;0;0;50000;7.6;12;8.3;8;Taito Corporation
UEFA Euro 2004: Portugal;XB;2004;Sports;Electronic Arts;40000;10000;0;0;50000;7.4;21;8.1;9;EA Canada
Airline Tycoon 2;PC;2011;Simulation;Kalypso Media;0;40000;0;10000;50000;5.7;4;5.5;30;Kalypso
Medabots: Infinity;GC;2003;Role-Playing;Ubisoft;40000;10000;0;0;50000;5.1;6;8.0;7;Imagineer
IL-2 Sturmovik: Cliffs of Dover;PC;2011;Simulation;Ubisoft;0;40000;0;10000;50000;6.0;13;7.1;114;1C: Maddox Games
NFL Blitz Pro;XB;2003;Sports;Midway Games;40000;10000;0;0;50000;7.1;14;6.6;8;Midway
Black Sigil: Blade of the Exiled;DS;2009;Role-Playing;Graffiti;50000;0;0;0;50000;5.8;24;7.5;20;Studio Archcraft
Death Jr. II: Root of Evil;PSP;2006;Platform;Konami Digital Entertainment;50000;0;0;0;50000;6.8;34;7.3;9;Backbone Entertainment
Wakeboarding Unleashed Featuring Shaun Murray;XB;2003;Sports;Activision;40000;10000;0;0;50000;8.0;23;8.8;9;Shaba Games
Mighty No. 9;PS4;2016;Platform;Deep Silver;40000;0;0;10000;50000;5.2;64;3.5;282;Inti Creates
Samurai Champloo: Sidetracked;PS2;2006;Action;Namco Bandai Games;30000;20000;0;10000;50000;6.6;26;7.2;6;Grasshopper Manufacture
Medal of Honor: Airborne;PC;2007;Shooter;Electronic Arts;0;40000;0;10000;50000;7.8;38;7.3;204;Electronic Arts
Men of War: Assault Squad;PC;2011;Strategy;1C Company;10000;30000;0;10000;50000;7.7;21;8.2;93;THQ, 1C, 1C Company
Rhapsody: A Musical Adventure;DS;2008;Role-Playing;Nippon Ichi Software;50000;0;0;0;50000;6.7;24;6.8;12;Nippon Ichi Software
Dead Island Definitive Collection;XOne;2016;Action;Deep Silver;20000;30000;0;0;50000;6.7;10;4.9;18;Techland
PAC-MAN and the Ghostly Adventures;WiiU;2013;Platform;Namco Bandai Games;30000;10000;0;0;50000;5.8;9;6.5;16;Namco Bandai Games, Monkey Bar Games
Virtua Striker 2002;GC;2002;Sports;Sega;10000;0;30000;0;50000;5.8;20;6.0;5;Amusement Vision
UEFA Champions League 2006-2007;X360;2007;Sports;Electronic Arts;40000;10000;0;0;50000;7.2;27;8.2;10;EA Canada
F1 2015;PC;2015;Racing;Codemasters;0;50000;0;0;50000;6.1;13;3.6;63;Codemasters
Aliens in the Attic;DS;2009;Action;Playlogic Game Factory;50000;0;0;0;50000;5.8;7;6.0;5;Engine Software
Hunted: The Demon's Forge;PC;2011;Action;Bethesda Softworks;30000;10000;0;0;50000;6.1;21;6.6;127;InXile Entertainment
Otogi 2: Immortal Warriors;XB;2003;Action;Sega;40000;10000;0;0;50000;7.9;43;8.3;12;From Software
Legend of Kay;PS2;2005;Action;JoWood Productions;30000;20000;0;10000;50000;7.2;30;7.3;18;Neon Studios
Lucha Libre AAA: Heroes del Ring;X360;2010;Fighting;Konami Digital Entertainment;50000;0;0;0;50000;4.9;11;6.3;12;Immersion Software & Graphics
Piglet's Big Game;GC;2003;Platform;Gotham Games;40000;10000;0;0;50000;7.0;4;8.0;5;Doki Denki
Tom Clancy's HAWX 2;PC;2010;Action;Ubisoft;0;40000;0;10000;50000;6.6;12;3.8;47;Ubisoft
Fallout: Brotherhood of Steel;XB;2004;Role-Playing;Avalon Interactive;40000;10000;0;0;50000;6.6;33;5.5;23;Interplay
IndyCar Series;XB;2003;Racing;Codemasters;40000;10000;0;0;50000;7.1;8;7.8;5;Codemasters
Killing Floor 2 ;PS4;2016;Shooter;Tripwire Interactive;30000;10000;0;10000;50000;7.6;39;8.0;57;Tripwire Interactive
Ferrari F355 Challenge;PS2;2002;Racing;Sony Computer Entertainment;30000;20000;0;10000;50000;7.0;14;4.4;5;Sega AM2
Mortal Kombat X;PC;2015;Fighting;Warner Bros. Interactive Entertainment;10000;40000;0;0;50000;7.6;10;5.1;475;High Voltage Software
Cities in Motion;PC;2011;Simulation;Paradox Interactive;0;40000;0;10000;50000;7.0;20;7.7;105;Colossal Order
Shifters;PS2;2002;Adventure;3DO;30000;20000;0;10000;50000;3.7;12;5.9;8;3DO
Bladestorm: Nightmare;XOne;2015;Action;Tecmo Koei;30000;20000;0;0;50000;4.8;6;7.1;8;Omega Force
TNA iMPACT: Cross the Line;PSP;2010;Fighting;SouthPeak Games;50000;0;0;0;50000;5.0;6;6.5;4;Point of View
Sacred 3;X360;2014;Role-Playing;Deep Silver;30000;20000;0;0;50000;5.1;11;4.1;42;Deep Silver
Venetica;PC;2009;Role-Playing;DTP Entertainment;0;40000;0;10000;50000;6.1;17;6.8;51;Deck 13
Operation Flashpoint: Dragon Rising;PC;2009;Shooter;Codemasters;20000;30000;0;10000;50000;7.6;29;4.9;539;Codemasters
Wasteland 2;XOne;2015;Role-Playing;Deep Silver;40000;10000;0;10000;50000;7.7;13;7.1;56;InXile Entertainment
MorphX;X360;2010;Shooter;505 Games;50000;0;0;0;50000;3.3;4;6.6;15;Buka Entertainment, Targem Games
Sigma Star Saga;GBA;2005;Role-Playing;Atari;40000;10000;0;0;50000;6.8;34;8.2;6;WayForward
FIFA Soccer 2004;GBA;2003;Sports;Electronic Arts;40000;10000;0;0;50000;8.2;4;7.9;9;Exient Entertainment
Disney's Party;GC;2002;Misc;Electronic Arts;40000;10000;0;0;50000;3.9;6;7.8;5;Neverland
The Bureau: XCOM Declassified;PC;2013;Shooter;Take-Two Interactive;0;50000;0;0;50000;6.6;45;6.5;621;2K Marin
Nanostray 2;DS;2008;Shooter;Codemasters;30000;10000;0;0;50000;7.5;23;7.8;8;Shin'en
Dokapon Journey;DS;2008;Role-Playing;Sting;50000;0;0;0;50000;6.0;16;7.0;8;Suzak
Metal Slug Anthology;PSP;2007;Shooter;Ignition Entertainment;20000;0;20000;10000;50000;7.8;26;7.4;25;Terminal Reality
Back to the Future: The Game;Wii;2011;Adventure;Telltale Games;50000;0;0;0;50000;6.6;7;4.1;9;Iron Galaxy Studios
Phantom Crash;XB;2002;Simulation;Phantagram;30000;10000;10000;0;50000;7.4;23;8.3;14;Genki
Yanya Caballista: City Skater;PS2;2001;Sports;Tecmo Koei;20000;20000;0;10000;50000;5.8;13;6.3;7;Cave
The Typing of the Dead;DC;2000;Shooter;Sega;0;0;50000;0;50000;8.3;12;7.8;12;Smilebit
Jenga World Tour;Wii;2007;Misc;Atari;50000;0;0;0;50000;2.6;14;2.8;11;Atomic Planet Entertainment
Tenchu: Dark Secret;DS;2006;Action;From Software;30000;0;10000;0;50000;3.7;10;5.1;7;From Software
Shrek Super Party;GC;2003;Misc;TDK Mediactive;40000;10000;0;0;50000;4.0;6;7.3;7;Mass Media
Second Sight;GC;2004;Adventure;Codemasters;40000;10000;0;0;50000;7.7;34;8.5;13;Free Radical Design
Rave Master;GC;2002;Fighting;Konami Digital Entertainment;0;0;50000;0;50000;6.0;15;6.3;4;Konami
Bejeweled Twist;PC;2008;Puzzle;PopCap Games;10000;40000;0;10000;50000;7.8;12;7.3;11;PopCap
"Steins;Gate 0";PS4;2015;Adventure;PQube;0;0;50000;0;50000;8.1;17;8.3;29;5pb
Ivy the Kiwi?;DS;2010;Puzzle;Rising Star Games;40000;0;0;0;50000;6.9;20;6.3;4;Prope
Hail to the Chimp;PS3;2008;Misc;Gamecock;50000;0;0;0;50000;5.1;19;4.5;4;Wideload Games Inc.
Alias;XB;2004;Action;Acclaim Entertainment;40000;10000;0;0;50000;6.4;37;6.0;4;Acclaim Studios Cheltenham
OutRun 2006: Coast 2 Coast;PS2;2006;Racing;Sega;20000;10000;10000;0;50000;8.1;42;8.8;17;Sumo Digital
Arx Fatalis;XB;2003;Role-Playing;Mindscape;40000;10000;0;0;50000;7.1;31;8.2;6;Arkane Studios
Zumba Fitness Core;X360;2012;Misc;505 Games;0;50000;0;0;50000;7.7;6;6.7;6;Zoe Mode
Guilty Gear Dust Strikers;DS;2006;Fighting;Majesco Entertainment;50000;0;0;0;50000;6.0;25;5.8;9;Arc System Works
Dark Summit;GC;2002;Sports;THQ;40000;10000;0;0;50000;6.8;16;4.5;4;Radical Entertainment
Star Wars: Republic Commando;PC;2005;Shooter;LucasArts;0;40000;0;10000;50000;7.8;34;8.7;279;LucasArts
The Lost Vikings;GBA;2003;Puzzle;Activision;40000;10000;0;0;50000;7.5;16;9.1;15;Mass Media
Plants vs. Zombies;PC;2009;Strategy;PopCap Games;0;40000;0;10000;50000;8.7;41;8.9;891;PopCap
Secret Files: Tunguska;DS;2008;Adventure;Deep Silver;40000;10000;0;0;50000;7.1;6;7.6;5;10tacle Studios, Fusionsphere Systems
Stretch Panic;PS2;2001;Platform;Midas Interactive Entertainment;20000;20000;0;10000;50000;6.5;14;7.8;4;Treasure
PQ2: Practical Intelligence Quotient;PSP;2006;Puzzle;D3Publisher;40000;0;0;0;50000;7.4;19;7.8;6;Now Production
Metroid Prime: Federation Force;3DS;2016;Action;Nintendo;20000;10000;10000;0;50000;6.4;56;5.1;219;Next Level Games, Nintendo
DiRT 2;PC;2009;Racing;Codemasters;0;40000;0;10000;50000;8.9;22;8.2;352;Codemasters
Payday 2;PC;2013;Shooter;505 Games;40000;0;0;10000;50000;7.9;51;3.4;3558;Overkill Software
Woody Woodpecker: Escape from Buzz Buzzard Park;PS2;2001;Platform;DreamCatcher Interactive;20000;20000;0;10000;50000;6.4;5;7.4;5;EKO Software
Furu Furu Park;Wii;2007;Misc;Taito;50000;0;0;0;50000;4.3;16;4.8;5;Taito Corporation, 505 Games
Hatsune Miku: Project Diva X;PS4;2016;Misc;Sega;20000;0;20000;0;50000;7.8;22;7.4;41;Sega
Whirl Tour;GC;2002;Sports;Vivendi Games;40000;10000;0;0;50000;6.1;10;9.0;4;Papaya Studios
Grand Ages: Medieval;PC;2015;Strategy;Kalypso Media;0;50000;0;0;50000;6.3;11;5.4;52;Gaming Minds Studios
Saints Row: Gat out of Hell;PS4;2015;Action;Deep Silver;0;40000;0;10000;50000;6.4;45;5.7;98;Volition Inc.
Stunt GP;PS2;2001;Racing;Titus;20000;20000;0;10000;50000;4.9;8;8.1;9;Team 17
Plants vs. Zombies: Garden Warfare 2;PC;2016;Shooter;Electronic Arts;0;40000;0;0;50000;8.2;6;7.5;44;PopCap
Singularity;PC;2010;Shooter;Mastertronic;0;40000;0;10000;50000;7.6;36;7.7;326;Raven Software
NASCAR Heat Evolution;PS4;2016;Racing;Dusenberry Martin Racing;40000;0;0;10000;50000;6.6;8;3.8;18;Dusenberry Martin Racing
Ms Saga: A New Dawn;PS2;2005;Role-Playing;Namco Bandai Games;20000;20000;0;10000;50000;6.5;27;8.6;15;Bandai
Child of Light;PS4;2014;Role-Playing;Ubisoft;0;10000;40000;0;50000;8.2;46;8.0;451;Ubisoft Montreal
GrimGrimoire;PS2;2007;Strategy;Tecmo Koei;10000;10000;30000;0;50000;7.9;39;7.9;17;Vanilla Ware
Deadliest Catch: Alaskan Storm;X360;2008;Sports;Navarre Corp;40000;0;0;0;50000;5.6;14;5.9;15;Liquid Dragon Studios
Crime Life: Gang Wars;XB;2005;Action;Konami Digital Entertainment;40000;10000;0;0;50000;3.0;19;3.4;9;Hothouse Creations
Rugby 2005;XB;2005;Sports;Electronic Arts;40000;10000;0;0;50000;7.5;20;7.7;11;HB Studios Multimedia
Warhammer 40,000: Dawn of War;PC;2004;Strategy;THQ;10000;30000;0;10000;50000;8.6;51;8.8;295;Relic
Rock 'N Roll Racing;GBA;2003;Racing;Activision;30000;10000;0;0;50000;8.0;12;9.4;5;Mass Media
Silhouette Mirage;PS;1998;Platform;ESP;30000;20000;0;0;50000;6.9;8;7.5;4;Treasure
Dynasty Warriors Vol. 2;PSP;2006;Action;Tecmo Koei;40000;0;0;0;50000;5.7;28;8.1;8;Omega Force
Freelancer;PC;2003;Simulation;Microsoft Game Studios;20000;20000;0;10000;50000;8.5;39;9.0;185;Digital Anvil
LEGO Indiana Jones 2: The Adventure Continues;PC;2009;Action;Activision;20000;30000;0;10000;50000;6.6;13;8.0;19;Traveller's Tales
Rugby 06;PS2;2006;Sports;Electronic Arts;20000;20000;0;10000;50000;7.0;6;7.8;27;EA Canada
Fatal Frame II: Crimson Butterfly Director's Cut;XB;2004;Action;Microsoft Game Studios;40000;10000;0;0;50000;8.4;37;8.3;16;Tecmo
2002 FIFA World Cup;GC;2002;Sports;Electronic Arts;40000;10000;0;0;50000;7.8;9;7.7;6;EA Sports
The Lord of the Rings: The Battle for Middle-Earth II;X360;2006;Strategy;Electronic Arts;0;40000;0;0;50000;7.9;50;7.5;83;EA LA
Need for Speed Carbon;PC;2006;Racing;Electronic Arts;0;40000;0;10000;50000;7.8;17;7.2;249;Black Box
Colin McRae Rally 2005;XB;2004;Racing;Codemasters;40000;10000;0;0;50000;8.3;35;7.5;6;Codemasters
Saiyuki: Journey West;PS;1999;Strategy;Tecmo Koei;30000;20000;0;0;50000;7.3;9;7.1;9;Koei
Empire Earth;PC;2001;Strategy;Vivendi Games;0;40000;0;10000;50000;8.1;23;8.2;126;Stainless Steel Studios
DuckTales: Remastered;PS3;2013;Action;Capcom;10000;30000;0;10000;50000;7.5;31;7.4;135;WayForward
Worms Reloaded;PC;2010;Strategy;Team17 Software;0;40000;0;10000;50000;7.9;28;6.8;185;Team 17
StarCraft;PC;1998;Strategy;Activision;0;40000;0;10000;50000;8.8;15;9.1;813;Blizzard Entertainment
World Championship Pool 2004;PS2;2004;Sports;Jaleco;20000;20000;0;10000;50000;6.0;4;6.7;6;Blade Interactive
B-Boy;PSP;2006;Misc;Sony Computer Entertainment;40000;0;0;0;50000;5.0;11;7.8;6;FreeStyleGames
Kakuto Chojin;XB;2002;Fighting;Microsoft Game Studios;40000;10000;0;0;50000;4.6;26;7.2;17;DreamFactory
Need for Speed Underground;PC;2003;Racing;Electronic Arts;0;40000;0;10000;50000;8.2;24;8.3;307;Black Box
Moon;DS;2009;Adventure;Mastiff;40000;0;0;0;50000;7.1;45;7.4;21;Renegade Kid
Snoopy vs the Red Baron;PSP;2006;Adventure;Namco Bandai Games;40000;0;0;0;50000;7.6;7;7.8;4;Smart Bomb Interactive
Virtua Tennis 3;PSP;2007;Sports;Sega;20000;20000;0;10000;50000;7.9;17;7.7;13;Sumo Digital
Raze's Hell;XB;2005;Shooter;Majesco Entertainment;40000;10000;0;0;50000;7.1;37;8.1;8;Artech Studios
Far Cry;PC;2004;Shooter;Ubisoft;0;40000;0;10000;50000;8.9;72;8.1;724;Crytek
Hoshigami: Ruining Blue Earth;PS;2001;Role-Playing;Max Five;30000;20000;0;0;50000;6.2;9;8.7;26;Max Five
NightCaster II: Equinox;XB;2002;Action;Jaleco;30000;10000;0;0;50000;4.6;12;7.0;4;Jaleco Entertainment
Ship Simulator Extremes;PC;2010;Simulation;Paradox Interactive;0;40000;0;10000;50000;4.9;5;6.2;27;VSTEP
Time Crisis: Project Titan;PS;2001;Shooter;Namco Bandai Games;30000;20000;0;0;50000;7.1;13;6.7;6;Flying Tiger Development
Ys: The Ark of Napishtim;PSP;2006;Role-Playing;Konami Digital Entertainment;40000;0;0;0;50000;6.4;29;7.3;13;Konami Software Shanghai
Pro Evolution Soccer 2017;XOne;2016;Sports;Konami Digital Entertainment;10000;30000;0;0;50000;8.7;12;6.1;84;Konami
FIFA Soccer 10;PC;2009;Sports;Electronic Arts;0;40000;0;10000;50000;7.2;14;3.8;59;EA Sports
Tom Clancy's Rainbow Six: Lockdown;GC;2005;Shooter;Ubisoft;40000;10000;0;0;50000;7.2;8;7.8;5;Red Storm Entertainment, Ubisoft Montreal
The Sims;PC;2000;Simulation;Electronic Arts;10000;30000;0;10000;50000;9.2;38;7.9;451;Maxis
FIFA Manager 12;PC;2011;Sports;Electronic Arts;0;30000;0;10000;50000;7.2;11;3.9;24;Bright Future GmbH
Gitaroo Man;PS2;2001;Misc;THQ;20000;20000;0;10000;50000;8.2;21;8.7;25;Koei/Inis
Cabela's Trophy Bucks;X360;2007;Sports;Activision Value;40000;0;0;0;50000;3.9;4;3.0;4;FUN Labs
XCOM 2;XOne;2016;Strategy;Take-Two Interactive;20000;20000;0;0;50000;8.7;17;8.1;40;Firaxis Games
Yaiba: Ninja Gaiden Z;X360;2014;Action;Tecmo Koei;30000;10000;0;0;50000;5.0;20;5.3;43;Spark Unlimited, comcept
Rock of the Dead;X360;2010;Shooter;Conspiracy Entertainment;40000;0;0;0;50000;4.8;7;4.8;4;Epicenter Studios
Code Lyoko;DS;2007;Action;Game Factory;30000;10000;0;0;50000;6.3;11;6.8;13;DC Studios
Pool Party;Wii;2007;Sports;SouthPeak Games;40000;0;0;0;50000;3.2;13;0.7;6;SouthPeak Games
Rapala Fishing Frenzy 2009;X360;2008;Sports;Activision;40000;0;0;0;50000;4.1;5;7.2;6;FUN Labs
Company of Heroes;PC;2006;Strategy;THQ;0;40000;0;10000;50000;9.3;55;8.8;1128;Relic
Wonder World Amusement Park;Wii;2008;Misc;Majesco Entertainment;40000;0;0;0;50000;3.7;9;4.5;4;Coyote Console
Ride 2;PS4;2016;Racing;Milestone S.r.l;0;40000;0;10000;50000;7.1;19;8.0;12;Milestone S.r.l
Wing Island;Wii;2006;Simulation;Konami Digital Entertainment;30000;10000;10000;0;50000;4.7;32;4.9;8;CAProduction
Silent Hunter: Wolves of the Pacific;PC;2007;Simulation;Ubisoft;0;40000;0;10000;50000;7.9;22;6.9;40;Ubisoft Romania
Wrath Unleashed;XB;2004;Strategy;LucasArts;30000;10000;0;0;50000;6.9;32;7.0;4;Double Helix Games
March of the Penguins;DS;2006;Adventure;Zoo Digital Publishing;40000;0;0;0;50000;3.4;8;1.7;6;SkyRiver Studios
Double Dragon Advance;GBA;2003;Action;Atlus;30000;10000;0;0;50000;7.5;21;8.4;5;Million
The Bible Game;XB;2005;Misc;Crave Entertainment;30000;10000;0;0;50000;6.0;6;2.7;13;Crave
Bubble Bobble Revolution;DS;2005;Puzzle;Atari;40000;0;0;0;50000;3.8;19;6.2;6;Taito Corporation
Yager;XB;2003;Shooter;THQ;30000;10000;0;0;50000;7.0;19;9.3;9;Yager
Root Letter;PSV;2016;Adventure;PQube;0;30000;10000;10000;50000;7.8;6;7.8;6;Kadokawa
Futurama;XB;2003;Platform;SCi;30000;10000;0;0;50000;5.8;21;6.9;14;UDS
Supreme Commander;PC;2007;Strategy;THQ;0;40000;0;10000;50000;8.6;44;8.3;263;Gas Powered Games
Pool Hall Pro;Wii;2009;Sports;Playlogic Game Factory;40000;0;0;0;50000;6.2;5;5.3;4;Icon Games
Wolfenstein;PC;2009;Shooter;Activision;10000;30000;0;10000;50000;7.4;41;7.3;261;id Software, Raven Software
Microsoft Train Simulator;PC;2001;Simulation;Microsoft Game Studios;0;40000;0;10000;50000;8.4;16;8.4;21;Kuju Entertainment
Resident Evil 6;XOne;2016;Shooter;Capcom;40000;0;0;0;50000;6.3;12;6.3;34;Capcom
Assassin's Creed: Altair's Chronicles;DS;2008;Platform;Ubisoft;30000;10000;0;0;50000;5.8;30;6.3;30;Gameloft
Bad Boys: Miami Takedown;GC;2004;Shooter;Empire Interactive;30000;10000;0;0;50000;3.5;11;2.0;9;Blitz Games
Fantastic Four: Rise of the Silver Surfer;Wii;2007;Action;Take-Two Interactive;40000;10000;0;0;50000;3.9;16;5.9;15;7 Studios
Pony Friends;DS;2007;Simulation;Eidos Interactive;0;40000;0;10000;40000;6.7;8;6.6;12;Tantalus Interactive
Art of Fighting Anthology;PS2;2006;Fighting;Crave Entertainment;20000;20000;0;10000;40000;6.0;19;7.0;4;SNK Playmore
Sébastien Loeb Rally Evo;PS4;2016;Racing;Milestone S.r.l;0;40000;0;10000;40000;7.1;28;8.1;73;Milestone S.r.l
Lux-Pain;DS;2008;Adventure;Rising Star Games;40000;0;0;0;40000;4.8;33;6.2;18;Killaware
Guilty Gear XX Accent Core;PS2;2007;Fighting;Unknown;0;0;40000;0;40000;7.7;9;8.3;16;Arc System Works
Mafia;PC;2002;Action;Take-Two Interactive;0;40000;0;10000;40000;8.8;27;9.1;863;Illusion Softworks
Disney's Donald Duck: Goin' Quackers;GC;2002;Platform;Ubisoft;30000;10000;0;0;40000;6.1;7;3.0;4;Ubisoft Montreal
Operation Flashpoint: Elite;XB;2005;Shooter;Codemasters;30000;10000;0;0;40000;6.4;24;8.3;27;Bohemia Interactive
Fantastic Four: Rise of the Silver Surfer;DS;2007;Action;Take-Two Interactive;40000;0;0;0;40000;3.5;8;4.8;13;7 Studios
Virtua Tennis 3;X360;2007;Sports;Sega;30000;10000;0;0;40000;8.0;34;6.8;26;Sumo Digital
Front Mission;DS;2007;Strategy;Square Enix;10000;0;30000;0;40000;7.2;19;8.9;9;Square Enix
Tropico 3;PC;2009;Strategy;Kalypso Media;0;40000;0;10000;40000;7.9;48;8.1;184;Haemimont
Boktai 2: Solar Boy Django;GBA;2004;Role-Playing;Konami Digital Entertainment;30000;10000;0;0;40000;7.8;20;8.5;11;KCEJ
Life is Strange;PC;2016;Adventure;Square Enix;10000;40000;0;0;40000;8.3;15;8.6;1620;DONTNOD Entertainment
Battlezone;PS4;2016;Action;Rebellion Developments;20000;20000;0;10000;40000;6.6;39;7.0;31;Rebellion
Pro Evolution Soccer 2016;PC;2015;Sports;Konami Digital Entertainment;0;40000;0;0;40000;7.6;12;4.3;286;Konami
The Dark Spire;DS;2008;Role-Playing;Success;40000;0;0;0;40000;6.9;23;7.7;21;Success
Teenage Mutant Ninja Turtles: Mutants in Manhattan;XOne;2016;Action;Activision;30000;10000;0;0;40000;5.5;14;6.0;38;PlatinumGames
Runaway: A Twist of Fate;PC;2009;Adventure;Focus Home Interactive;0;40000;0;10000;40000;7.9;15;8.2;40;Pendulo Studios
FlatOut 2;XB;2006;Racing;Empire Interactive;30000;10000;0;0;40000;7.3;38;7.3;8;Bugbear
Rogue Trooper;PS2;2006;Shooter;Eidos Interactive;20000;20000;0;10000;40000;7.1;37;8.2;9;Rebellion
Backyard Baseball '09;Wii;2008;Sports;Atari;40000;0;0;0;40000;3.7;4;7.8;5;Humongous Entertainment
Tom Clancy's HAWX;PC;2009;Action;Ubisoft;0;30000;0;10000;40000;7.0;23;7.3;125;Ubisoft Romania
Enemy Front;X360;2014;Shooter;Namco Bandai Games;20000;20000;0;0;40000;3.5;8;5.8;78;CI Games
Shantae and the Pirate's Curse;3DS;2015;Platform;Rising Star Games;10000;0;30000;0;40000;8.2;18;8.5;86;WayForward
Dai Senryaku VII: Modern Military Tactics;XB;2003;Strategy;Kool Kizz;30000;10000;0;0;40000;7.4;11;8.8;6;SystemSoft
Castle of Shikigami III;Wii;2007;Shooter;PQube;40000;0;0;0;40000;6.7;9;7.6;9;Alfa System
Nobunaga's Ambition: Sphere of Influence;PS4;2014;Strategy;Tecmo Koei;30000;0;0;10000;40000;8.0;20;8.1;46;Koei Tecmo Games
